ID,name,batch,link,description,type,company
240,"Tyler Bernstein: 23, Washington, D.C.",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Zeno Power is developing small-scale nuclear power systems to provide clean and resilient power in austere environments.,,Zeno Power
241,"Akshaya Dinesh: San Francisco, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Spellbound is building the future of email: a no-code platform to help marketing teams increase engagement by embedding interactive experiences like shopping carts, surveys, forms, and more in emails.",,Spellbound
242,"Alex Singer: Montreal, Quebec",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Voldex is a game studio that acquires, improves, and builds games on user-generated content game platforms Roblox and Minecraft.",,Voldex
243,"Ethan Thornton: Boston, MA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Mach Industries is pioneering a suite of defense systems to support unparalleled capability using new inventions in the hydrogen space.,,Mach Industries
244,"Hugo Chrost: San Francisco, CA // Warsaw, Poland",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Solvemed is introducing the world's most advanced digital phenotyping technology for brain evaluation.,,Solvemed
245,"Ian Michael Brock: Chicago, IL",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Dream Hustle Code is creating a three-tiered approach toward a sustainable Gen Z workforce development pipeline.,,Dream Hustle Code
246,"Jake Adler: Miami, FL",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Neusleep is building a next-generation wearable device that induces and improves sleep through personalized neurostimulation.,,Neusleep
247,"John Guibas: Palo Alto, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Succinct is building a trust-minimized way for any blockchain to access Ethereum.,,Succinct
248,"John McElhone: Los Angeles, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"CropSafe automates farm banking, monitoring, and production forecasting using AI and satellite data.",,CropSafe
249,"Kai Micah Mills: Salt Lake City, UT",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Cryopets is developing whole-body cryopreservation for pets.,,Cryopets
250,"Kesava Kirupa Dinakaran: San Francisco, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Luminai's one-click solutions streamline multi-step, manual workflows for customer service teams.",,Luminai
251,"Kian Sadeghi: Brooklyn, NY",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Nucleus Genomics is a next-generation consumer genetic testing and analysis company.,,Nucleus Genomics
252,"Markie Wagner: Los Angeles, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Delphi Labs is a frontier tech research and advisory firm with a focus on applied AI.,,Delphi Labs
253,"Michael Ioffe: Portland, OR // New York, NY",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Arist helps leading companies build skills at scale by delivering bite-sized learning via SMS, Slack, and MS Teams.",,Arist
254,"Nik Shevchenko: San Francisco, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"WeLoveNoCode is a no-code marketplace connecting more than 50,000 freelancers to full-time, long-term remote jobs in the most successful and fastest growing companies.",,WeLoveNoCode
255,"Quinn Favret: Austin, TX // New York, NY",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Tavus uses AI to programmatically generate personalized videos of you (with your voice and face) at scale.,,Tavus
256,"Reiss Jones: Manchester, England",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Macro Energy is building a way to produce a cheap and accessible carbon-negative energy source.,,Macro Energy
257,"Samarth Athreya: Burlington, Ontario // San Francisco, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Axiome is pioneering single-molecule biosensors for novel drug discovery and diagnostic applications.,,Axiome
258,"Sara Du: New York, NY",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Alloy is a leading integration and automation platform for commerce.,,Alloy
259,"Sonny Mo: San Francisco, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Bloom helps the next generation of Americans become more financially literate and build wealth.,,Bloom
260,"Victor Cardenas: San Francisco, CA",12,https://www.businesswire.com/news/home/20230208005685/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Slash lets entrepreneurs who are 13-years-old or older open a business bank account without an LLC in less than 10 minutes.,,Slash
261,"Adarsh Hiremath: Sunnyvale, CA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Mercor is building AI vetting infrastructure to understand the exact tasks people are good at. Mercor’s AI interviewer conducts superhuman interviews by asking questions tailored to every candidate’s individual background.,,Mercor
262,Alexandra Debow: Hong Kong,13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"swsh will be there to capture your memories - every celebration, birthday, and vacation - with an AI-powered shared photo album, ensuring you can make those unforgettable experiences happen again and again.",,swsh
263,"Augustus Doricko: Stamford, CT",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Rainmaker is fulfilling humanity's role as responsible stewards of the Earth through pioneering advanced cloud-seeding technology to combat drought and transform deserts into habitable landscapes.,,Rainmaker
264,"Brendan Foody: Menlo Park, CA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Mercor is creating a unified global labor market capable of facilitating interviews and evaluations of everyone on Earth. Labor aggregation is the most impactful opportunity in history.,,Mercor
265,"Charlie Wu: Fairfax, VA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Orchard Robotics is putting eyes on each of the billions of fruit in orchards, and using AI to help farmers feed the world with the best food they've ever grown.",,Orchard Robotics
266,"Christopher Zhu: Boston, MA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Etched is building the hardware for superintelligence, starting with transformer-specific AI chips that run models at unprecedented speeds and scale. Next-generation AI models are set to become GDP-scale investments, requiring the largest infrastructure buildout in history. Etched is creating a new computing paradigm to make this feasible.",,Etched
267,"Diogenes Casares: Woodside, CA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Stream seamlessly integrates the benefits of centralized exchanges with the decentralized nature of DeFi, enhancing liquidity and security while eliminating custodial risks and reshaping the landscape of crypto trading.",,Stream
268,"Gavin Uberti: Seattle, WA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Etched was founded because the next 100x of scale requires silicon to be customized for a model’s architecture. Flexible AI chips don’t make sense in a world where training a single model costs more than designing an entire chip.,,Etched
269,"Govind Gnanakumar: Folsom, CA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Automorphic is creating AI models that learn new information more efficiently than humans.,,Automorphic
270,"Felipe Meneses: Aracaju, Brazil",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Hyperplane is a data intelligence platform that empowers financial institutions to make multi-billion dollar decisions using specialized LLMs trained on consumer banking data, enabling the rapid creation of hundreds of state-of-the-art predictive models.",,Hyperplane
271,"Jacob Rodriguez: Los Angeles, CA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Oligo is revolutionizing the production of space-grade hardware and orbit-ready spacecraft through making the process as efficient and accessible as manufacturing car parts.,,Oligo
272,"Joseph Semrai: Queens, NY",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Explore Interfaces is developing a contextual LLM-based operating system, enabling hyper-personalized applications and challenging long-held assumptions about the interaction between computers, devices, and our daily lives, ushering in a new era of human-computer interaction.",,Explore Interfaces
273,"Luke Farritor: Lincoln, NE",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"The Vesuvius Challenge is accelerating the reading of the Herculaneum Papyri, the last surviving library of the Roman Empire.",,
274,"Pavel Asparouhov: Salt Lake City, UT",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Silna is streamlining patient intake and building a more efficient infrastructure to allow providers to focus on world-class care and to ease the trillion-dollar tax burden that is the US healthcare system.,,Silna
275,"Peter Hansen: Chester, England",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Januus is mapping cryptowallets to physical locations and people on a global scale.,,Januus
276,"Robert Wachen: Potomac, MD",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Etched is solving the compute cost and speed bottlenecks hampering every company on this list. Specialized AI chips are inevitable and will change the world.,,Etched
277,"Surya Midha: San Jose, CA",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Mercor is utilizing AI vetting to create opportunities for millions of smart people who were previously undiscovered due to society’s misplaced reliance on flawed signals like the prestige on someone’s resume.,,Mercor
278,"Tarun Amasa: Manhattan, NY",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Endex is building the first autonomous and super-intelligent financial analyst.,,Endex
279,"Walden Yan: Avon, CT",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Cognition AI is an applied AI lab focused on reasoning. Their flagship product Devin, an AI software engineer and teammate, is ushering in a new era of economic prosperity.",,Cognition AI
280,"Yash Patil: Austin, TX",13,https://www.businesswire.com/news/home/20240320742346/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,OpenAI research engineer evaluating language models and creating systems for machines to collaborate with less human oversight.,,OpenAI
